RegionName;State;Metro;County;City;Zri
Kanawha City;WV;Charleston;Kanawha County;Charleston;977
East Columbus Gateway;OH;Columbus;Franklin County;Columbus;977
White Oak;MO;Kansas City;Jackson County;Kansas City;976
Lakeview;CA;Bakersfield;Kern County;Bakersfield;975
Sycamore;MO;Kansas City;Jackson County;Independence;974
Cherry Creek;OH;Columbus;Franklin County;Columbus;973
Benton Park;MO;St. Louis;Saint Louis City;Saint Louis;973
Pinckeny;KS;Lawrence;Douglas County;Lawrence;973
Flowing Wells;AZ;Tucson;Pima County;Tucson;972
Millersville;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;972
Green Acres;MI;Detroit-Warren-Dearborn;Wayne County;Detroit;972
Luff;MO;Kansas City;Jackson County;Independence;971
Fairmount Park;VA;Virginia Beach-Norfolk-Newport News;Norfolk City;Norfolk;970
Lincoln Park;MN;Duluth;Saint Louis County;Duluth;970
Julia Keen;AZ;Tucson;Pima County;Tucson;970
Eastmont;OH;Dayton;Montgomery County;Dayton;969
Hemlock;MI;Detroit-Warren-Dearborn;Wayne County;Dearborn;968
Quintana Community;TX;San Antonio-New Braunfels;Bexar County;San Antonio;967
Phelps Grove;MO;Springfield;Greene County;Springfield;967
Oakwood;VA;Richmond;Richmond City;Richmond;967
Adventure District;OK;Oklahoma City;Oklahoma County;Oklahoma City;966
Glendale;MO;Kansas City;Jackson County;Independence;966
South Fork;NC;Winston-Salem;Forsyth County;Winston-Salem;966
Sheraden;PA;Pittsburgh;Allegheny County;Pittsburgh;965
Lake Forest;FL;Jacksonville;Duval County;Jacksonville;965
Shaw;MO;St. Louis;Saint Louis City;Saint Louis;964
Roberts;TX;El Paso;El Paso County;El Paso;964
East Price Hill;OH;Cincinnati;Hamilton County;Cincinnati;963
Rio Vista;TX;San Angelo;Tom Green County;San Angelo;963
Highlands;WA;Longview;Cowlitz County;Longview;962
Lincoln-Lemington-Belmar;PA;Pittsburgh;Allegheny County;Pittsburgh;962
Wallhaven;OH;Akron;Summit County;Akron;962
Tallulah - North Shore;FL;Jacksonville;Duval County;Jacksonville;962
Saint Joseph;KY;Louisville/Jefferson County;Jefferson County;Louisville;962
Clifton Heights;MO;St. Louis;Saint Louis City;Saint Louis;961
Riverside;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;960
Crooked Creek;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;959
Dellview Area;TX;San Antonio-New Braunfels;Bexar County;San Antonio;959
SE Heights;NM;Albuquerque;Bernalillo County;Albuquerque;959
Forest Hill;IL;Davenport-Moline-Rock Island;Rock Island County;Moline;959
Brook Creek;KS;Lawrence;Douglas County;Lawrence;959
Near Westside;NY;Syracuse;Onondaga County;Syracuse;958
Lincoln Place;PA;Pittsburgh;Allegheny County;Pittsburgh;958
Parkade;MO;Columbia;Boone County;Columbia;958
Bennett;ND;Fargo;Cass County;Fargo;958
Front Park;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;957
Park City;TN;Knoxville;Knox County;Knoxville;957
Album Park;TX;El Paso;El Paso County;El Paso;956
Amphi;AZ;Tucson;Pima County;Tucson;956
Knoxville;PA;Pittsburgh;Allegheny County;Pittsburgh;955
Hazelwood;PA;Pittsburgh;Allegheny County;Pittsburgh;954
Jamestown;GA;Augusta-Richmond County;Richmond County;Augusta;953
Midtown;AR;Little Rock-North Little Rock-Conway;Pulaski County;Little Rock;953
Chisholm Creek;KS;Wichita;Sedgwick County;Wichita;952
Near Northeast;NY;Syracuse;Onondaga County;Syracuse;952
Timmerman West;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;952
Fairwood and Robandee;MO;Kansas City;Jackson County;Kansas City;952
Chesterfield;MI;Detroit-Warren-Dearborn;Wayne County;Redford;952
Uptown;PA;Harrisburg-Carlisle;Dauphin County;Harrisburg;951
Clinton;NE;Lincoln;Lancaster County;Lincoln;950
West Price HIll;OH;Cincinnati;Hamilton County;Cincinnati;949
Kops Park;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;949
East Downtown;FL;Pensacola-Ferry Pass-Brent;Escambia County;Pensacola;948
North Central;MO;St. Louis;Saint Louis County;University City;947
Homewood North;PA;Pittsburgh;Allegheny County;Pittsburgh;947
Greater Wythe;VA;Virginia Beach-Norfolk-Newport News;Hampton City;Hampton;946
Riverview;FL;Jacksonville;Duval County;Jacksonville;946
Drake;IA;Des Moines-West Des Moines;Polk County;Des Moines;945
Tar River;NC;Greenville;Pitt County;Greenville;944
Victory Hills;NM;Albuquerque;Bernalillo County;Albuquerque;942
Gilcrease Hills;OK;Tulsa;Tulsa County;Tulsa;942
St. Louis Hills;MO;St. Louis;Saint Louis City;Saint Louis;941
Lynn Lane;OK;Tulsa;Tulsa County;Tulsa;941
East Bakersfield;CA;Bakersfield;Kern County;Bakersfield;941
Carrick;PA;Pittsburgh;Allegheny County;Pittsburgh;940
West A;NE;Lincoln;Lancaster County;Lincoln;940
Driving Park;OH;Columbus;Franklin County;Columbus;940
Near Northside;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;938
Fairlane;MO;Kansas City;Jackson County;Kansas City;938
Jackson Park;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;937
Grand Park;FL;Jacksonville;Duval County;Jacksonville;937
Heights;AR;Little Rock-North Little Rock-Conway;Pulaski County;Little Rock;936
Malibar Heights;AL;Mobile;Mobile County;Mobile;936
South Linden;OH;Columbus;Franklin County;Columbus;935
Columbian Park;IN;Lafayette-West Lafayette;Tippecanoe County;Lafayette;935
Randall;MO;Kansas City;Jackson County;Independence;933
Thomas Manor;TX;El Paso;El Paso County;El Paso;933
Colonial Village;MI;Lansing-East Lansing;Ingham County;Lansing;933
Rock Creek South;MO;Kansas City;Jackson County;Independence;933
Reservoir;AR;Little Rock-North Little Rock-Conway;Pulaski County;Little Rock;932
Alta Vista;TX;Waco;McLennan County;Waco;932
Killough Springs;AL;Birmingham-Hoover;Jefferson County;Birmingham;932
Buckeye Shaker;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;931
West End;TX;Lubbock;Lubbock County;Lubbock;931
North Rosedale Park;MI;Detroit-Warren-Dearborn;Wayne County;Detroit;930
Benjamin Hills;KS;Wichita;Sedgwick County;Wichita;930
Elmwood;TX;Abilene;Taylor County;Abilene;929
Southwest Corridor;MT;Billings;Yellowstone County;Billings;929
Kamm's Corner;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;928
Franklin Park;OH;Toledo;Lucas County;Toledo;928
North Valley;NY;Syracuse;Onondaga County;Syracuse;928
Fox Park;MO;St. Louis;Saint Louis City;Saint Louis;928
South Hilltop;OH;Columbus;Franklin County;Columbus;927
East Jacksonville;FL;Jacksonville;Duval County;Jacksonville;927
Brighton;NY;Syracuse;Onondaga County;Syracuse;926
Holly Hill;OH;Columbus;Franklin County;Columbus;926
Mayfair;OK;Oklahoma City;Oklahoma County;Oklahoma City;926
Bashford Manor;KY;Louisville/Jefferson County;Jefferson County;Louisville;926
Genesee - Jefferson;NY;Rochester;Monroe County;Rochester;926
Hanthorn;MO;Kansas City;Jackson County;Independence;926
Dean Highland;TX;Waco;McLennan County;Waco;925
Hedrick Acres;AZ;Tucson;Pima County;Tucson;925
Eastwood;NY;Syracuse;Onondaga County;Syracuse;924
Southern Hills;MO;Springfield;Greene County;Springfield;923
Cherry Street;OK;Tulsa;Tulsa County;Tulsa;923
Stubbs-Stewart;TX;Lubbock;Lubbock County;Lubbock;922
Augustana;SD;Sioux Falls;Minnehaha County;Sioux Falls;922
Brookview;TX;Waco;McLennan County;Waco;922
Richmond Factory;GA;Augusta-Richmond County;Richmond County;Augusta;921
Hartwell;OH;Cincinnati;Hamilton County;Cincinnati;921
Northside;NY;Syracuse;Onondaga County;Syracuse;920
South Fairmount;OH;Cincinnati;Hamilton County;Cincinnati;920
University District;MI;Detroit-Warren-Dearborn;Wayne County;Detroit;920
Hoover;OK;Tulsa;Tulsa County;Tulsa;919
Dineen Park;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;919
Santa Fe;MO;Kansas City;Jackson County;Independence;919
Lincolnway Village;IA;Cedar Rapids;Linn County;Cedar Rapids;919
Saint Lawrence-McCallister;IN;Lafayette-West Lafayette;Tippecanoe County;Lafayette;918
Argentine;KS;Kansas City;Wyandotte County;Kansas City;916
Carver;TX;Waco;McLennan County;Waco;916
Hyatt Park;SC;Columbia;Richland County;Columbia;915
Windsor Spring;GA;Augusta-Richmond County;Richmond County;Augusta;914
Northwest;MO;St. Louis;Saint Louis County;University City;913
Allison Hill;PA;Harrisburg-Carlisle;Dauphin County;Harrisburg;912
Marriott's Griffin Gate Golf Club;KY;Lexington-Fayette;Fayette County;Lexington;911
Cielo Vista;TX;El Paso;El Paso County;El Paso;909
Dutchtown;NY;Rochester;Monroe County;Rochester;909
Roebuck Springs;AL;Birmingham-Hoover;Jefferson County;Birmingham;909
New Town;FL;Jacksonville;Duval County;Jacksonville;908
Black Rock;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;907
Dogwood Azalea;KY;Owensboro;Daviess County;Owensboro;907
Sequiota;MO;Springfield;Greene County;Springfield;907
Kenmore;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Tonawanda;906
Belmont;NE;Lincoln;Lancaster County;Lincoln;906
Cody;AL;Mobile;Mobile County;Mobile;906
Saint Andrews;SC;Columbia;Richland County;Columbia;904
Highland Square;OH;Akron;Summit County;Akron;904
Southside;GA;Augusta-Richmond County;Richmond County;Augusta;903
Duncan Park;KY;Lexington-Fayette;Fayette County;Lexington;903
River Park;KY;Lexington-Fayette;Fayette County;Lexington;903
South Central Hilltop;OH;Columbus;Franklin County;Columbus;902
South Kilbourne;SC;Columbia;Richland County;Columbia;902
Jefferson Chalmers;MI;Detroit-Warren-Dearborn;Wayne County;Detroit;901
East Meyer 6;MO;Kansas City;Jackson County;Kansas City;900
Heart of Texas;TX;Waco;McLennan County;Waco;899
Westwood-Pecan Lake;AR;Little Rock-North Little Rock-Conway;Pulaski County;Little Rock;898
Columbus Park;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;898
Mid-Westside;FL;Jacksonville;Duval County;Jacksonville;897
United Neighbors Together;NY;Rochester;Monroe County;Rochester;896
Save the Valley 21;TX;El Paso;El Paso County;El Paso;895
University Heights;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;895
Central Hilltop;OH;Columbus;Franklin County;Columbus;895
N. Marketview Heights;NY;Rochester;Monroe County;Rochester;895
Missionary Ridge;TN;Chattanooga;Hamilton County;Chattanooga;893
Barton Chapel;GA;Augusta-Richmond County;Richmond County;Augusta;893
Northwest 39th Street Enclave;OK;Oklahoma City;Oklahoma County;Oklahoma City;893
Huffman;AL;Birmingham-Hoover;Jefferson County;Birmingham;891
Westwood Richland;TX;Abilene;Taylor County;Abilene;890
College Hill;KS;Wichita;Sedgwick County;Wichita;890
Paseo Arts District;OK;Oklahoma City;Oklahoma County;Oklahoma City;890
Far Eastside;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;888
Five Points;TX;El Paso;El Paso County;El Paso;888
Cedar Hills;IA;Cedar Rapids;Linn County;Cedar Rapids;888
Brentwood;FL;Jacksonville;Duval County;Jacksonville;888
Lindsay Park;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;888
Puritas-Longmead;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;887
Reynolds Corners;OH;Toledo;Lucas County;Toledo;886
Spring Lake;AL;Birmingham-Hoover;Jefferson County;Birmingham;886
Oakman Grove;MI;Detroit-Warren-Dearborn;Wayne County;Dearborn;886
Scott Park;OH;Toledo;Lucas County;Toledo;885
Wheeless Road;GA;Augusta-Richmond County;Richmond County;Augusta;885
Capitol Heights;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;885
Keeling;AZ;Tucson;Pima County;Tucson;885
Northeast;MO;St. Louis;Saint Louis County;University City;885
Maplewood;NY;Rochester;Monroe County;Rochester;884
Beverly;OH;Toledo;Lucas County;Toledo;884
Shifley-York;KY;Owensboro;Daviess County;Owensboro;884
Kenwood Park;IA;Cedar Rapids;Linn County;Cedar Rapids;884
Richmond Hill;GA;Augusta-Richmond County;Richmond County;Augusta;883
Heart of Lubbock;TX;Lubbock;Lubbock County;Lubbock;882
Woodfield;SC;Columbia;Richland County;Columbia;879
Turner Park;OK;Tulsa;Tulsa County;Tulsa;879
Ott-Chrisman;MO;Kansas City;Jackson County;Independence;879
Panama Park;FL;Jacksonville;Duval County;Jacksonville;879
Magnolia Gardens;FL;Jacksonville;Duval County;Jacksonville;878
Lindenwood Park;MO;St. Louis;Saint Louis City;Saint Louis;877
Echo Highlands;AL;Birmingham-Hoover;Jefferson County;Birmingham;877
South Park;IA;Des Moines-West Des Moines;Polk County;Des Moines;877
River Forest;MI;Lansing-East Lansing;Ingham County;Lansing;877
Shawnee Heights;KS;Kansas City;Wyandotte County;Kansas City;877
Abbott McKinley;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;876
JeffVanderLou;MO;St. Louis;Saint Louis City;Saint Louis;876
Arlington Park;OH;Columbus;Franklin County;Columbus;876
McDougall-Hunt;MI;Detroit-Warren-Dearborn;Wayne County;Detroit;876
Lower Valley;TX;El Paso;El Paso County;El Paso;875
Broadmoor;LA;Shreveport-Bossier City;Caddo Parish;Shreveport;875
Edgefield;OH;Canton-Massillon;Stark County;Canton;875
Carlen;AL;Mobile;Mobile County;Mobile;875
Edmeyer Park;OH;Canton-Massillon;Stark County;Canton;875
Raleigh;TN;Memphis;Shelby County;Memphis;874
South Louisville;KY;Louisville/Jefferson County;Jefferson County;Louisville;874
Central;TX;El Paso;El Paso County;El Paso;873
East Gate;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;873
Lyell-Otis;NY;Rochester;Monroe County;Rochester;871
Highland Park;GA;Augusta-Richmond County;Richmond County;Augusta;871
Old Savannah;GA;Augusta-Richmond County;Richmond County;Augusta;871
Hough;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;868
Walnut Valley;AR;Little Rock-North Little Rock-Conway;Pulaski County;Little Rock;868
Oxmoor;AL;Birmingham-Hoover;Jefferson County;Birmingham;868
Northside;OH;Cincinnati;Hamilton County;Cincinnati;867
Three Trails;MO;Kansas City;Jackson County;Independence;867
Douglas Avenue;WI;Racine;Racine County;Racine;866
Southwest Garden;MO;St. Louis;Saint Louis City;Saint Louis;866
Northeast;TX;El Paso;El Paso County;El Paso;865
Seminole;MO;Springfield;Greene County;Springfield;865
Sarritt Point;MO;Kansas City;Jackson County;Kansas City;864
Procter;MO;Kansas City;Jackson County;Independence;864
Tower Grove East;MO;St. Louis;Saint Louis City;Saint Louis;863
Hillcrest;AR;Little Rock-North Little Rock-Conway;Pulaski County;Little Rock;862
University;TX;Waco;McLennan County;Waco;862
Iroquois;KY;Louisville/Jefferson County;Jefferson County;Louisville;861
Bagley;MI;Detroit-Warren-Dearborn;Wayne County;Detroit;860
Sherman Park;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;860
Fountain Square;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;860
River Park;IN;South Bend-Mishawaka;Saint Joseph County;South Bend;860
Downtown CBD;AR;Little Rock-North Little Rock-Conway;Pulaski County;Little Rock;860
Beechwood;NY;Rochester;Monroe County;Rochester;859
Fort Concho East;TX;San Angelo;Tom Green County;San Angelo;859
Eastwood Hill East;MO;Kansas City;Jackson County;Kansas City;859
Konnoak;NC;Winston-Salem;Forsyth County;Winston-Salem;859
Churchill Downs;MI;Lansing-East Lansing;Ingham County;Lansing;859
Whitmer - Trilby;OH;Toledo;Lucas County;Toledo;858
South Park;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;858
Dauphin Acres;AL;Mobile;Mobile County;Mobile;858
Young Lilly;MO;Springfield;Greene County;Springfield;858
Meridian Avenue Corridor;OK;Oklahoma City;Oklahoma County;Oklahoma City;857
Menomonee River Hills;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;857
Burnham Park;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;857
Southside;MT;Billings;Yellowstone County;Billings;857
Seneca;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;857
LaSalle;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;856
East Lake;TN;Chattanooga;Hamilton County;Chattanooga;856
Southwest Detroit;MI;Detroit-Warren-Dearborn;Wayne County;Detroit;855
Kaisertown;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;855
Greenwood;TN;Clarksville;Montgomery County;Clarksville;855
Silver Spring;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;854
Berg-Lasher;MI;Detroit-Warren-Dearborn;Wayne County;Detroit;854
South Los Altos;NM;Albuquerque;Bernalillo County;Albuquerque;854
Riverside Park;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;853
Benton;MO;Kansas City;Jackson County;Independence;853
Greenwich Hills;AL;Mobile;Mobile County;Mobile;853
Lee Miles;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;852
Woodland Hills;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;852
Leroy;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;852
Clapp Park;TX;Lubbock;Lubbock County;Lubbock;852
Sunset Heights;WI;Milwaukee-Waukesha-West Allis;Milwaukee County;Milwaukee;852
Homestead Heights;NY;Rochester;Monroe County;Rochester;852
Pasadena;TX;El Paso;El Paso County;El Paso;851
Fairgrounds;IN;Indianapolis-Carmel-Anderson;Marion County;Indianapolis;849
Sanger Heights;TX;Waco;McLennan County;Waco;849
Clark Fulton;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;848
Triangle;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;848
Marlborough Heights - Marlborough Pride;MO;Kansas City;Jackson County;Kansas City;848
Frances Slocum;IN;Fort Wayne;Allen County;Fort Wayne;847
Near South;NE;Lincoln;Lancaster County;Lincoln;846
Kendrick;TX;Waco;McLennan County;Waco;846
Overplace;TX;Abilene;Taylor County;Abilene;846
I-240 Corridor;OK;Oklahoma City;Oklahoma County;Oklahoma City;845
Sayles Boulevard;TX;Abilene;Taylor County;Abilene;845
Park Place;AL;Mobile;Mobile County;Mobile;845
Washington Square;AL;Mobile;Mobile County;Mobile;845
Castlewood Park;KY;Lexington-Fayette;Fayette County;Lexington;844
Swope Parkway;MO;Kansas City;Jackson County;Kansas City;844
Algonquin;KY;Louisville/Jefferson County;Jefferson County;Louisville;843
Northside;IN;Fort Wayne;Allen County;Fort Wayne;843
Taylor;IA;Cedar Rapids;Linn County;Cedar Rapids;843
Ranchets;OK;Oklahoma City;Oklahoma County;Midwest City;843
Southeast;KY;Owensboro;Daviess County;Owensboro;843
Ellet;OH;Akron;Summit County;Akron;842
Glenville;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;842
North Riverside;KS;Wichita;Sedgwick County;Wichita;842
North Broadway;OH;Cleveland-Elyria;Cuyahoga County;Cleveland;841
Liberty Park;IA;Waterloo-Cedar Falls;Black Hawk County;Waterloo;840
Heart of the City;TX;Beaumont-Port Arthur;Jefferson County;Beaumont;840
Avondale;TN;Chattanooga;Hamilton County;Chattanooga;840
Point Place;OH;Toledo;Lucas County;Toledo;837
Park Duvalle;KY;Louisville/Jefferson County;Jefferson County;Louisville;837
Monterery;VA;Roanoke;Roanoke City;Roanoke;837
Chapel Hill;OH;Akron;Summit County;Akron;836
North Waco;TX;Waco;McLennan County;Waco;836
Grandmont;MI;Detroit-Warren-Dearborn;Wayne County;Detroit;834
Garden City;VA;Roanoke;Roanoke City;Roanoke;834
University Park;IN;Chicago-Naperville-Elgin;Lake County;Gary;833
Asian District;OK;Oklahoma City;Oklahoma County;Oklahoma City;833
Eastridge;KS;Wichita;Sedgwick County;Wichita;833
Old Everett;MI;Lansing-East Lansing;Ingham County;Lansing;832
Berclair-Highland Heights;TN;Memphis;Shelby County;Memphis;830
Country Estates;OK;Oklahoma City;Oklahoma County;Midwest City;830
Babcock;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;830
Seven Hills;KY;Owensboro;Daviess County;Owensboro;829
Grider;NY;Buffalo-Cheektowaga-Niagara Falls;Erie County;Buffalo;829
Wakefield;AZ;Tucson;Pima County;Tucson;828
Ambrige Mann;IN;Chicago-Naperville-Elgin;Lake County;Gary;827
South Hampton;MO;St. Louis;Saint Louis City;Saint Louis;827
